target,alpha_grid,outer_fold,model,alpha,inner_fold,mae,selected
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,517.9474679231203,2,19.401992097081447,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,517.9474679231203,3,24.61244017919226,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,517.9474679231203,4,21.899165916290062,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,517.9474679231203,mean,21.13770312414385,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,719.6856730011514,0,18.980820422451135,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,719.6856730011514,1,21.122653841787596,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,719.6856730011514,2,19.6283417771918,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,719.6856730011514,3,24.753932220411503,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,719.6856730011514,4,22.26084046125954,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,719.6856730011514,mean,21.349317744620315,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1000.0,0,19.048196700256582,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1000.0,1,21.35796053300513,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1000.0,2,19.837138978455698,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1000.0,3,24.876551355865676,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1000.0,4,22.604910936563687,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1000.0,mean,21.54495170082935,False
wrc_plus,wide_logspace_-3_4_50,A,M0 scalar baseline,1389.495494373136,0,19.12585824083001,False
